id,title,author,text,label,verdict
15137,UN Holds Emergency Meeting on Climate Change,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15138,UN Holds Emergency Meeting on Climate Change,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15139,NASA Launches New Mars Rover,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15140,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15141,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15142,Global Markets Rally Ahead of Fed Meeting,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15143,Hillary Clinton Adopts Alien Baby,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
15144,NASA Launches New Mars Rover,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15145,Hillary Clinton Adopts Alien Baby,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15146,NASA Launches New Mars Rover,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15147,UN Holds Emergency Meeting on Climate Change,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15148,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15149,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15150,Shocking Truth About Vaccines Finally Revealed,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15151,Clinton Foundation Exposed in Leaked Documents,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
15152,Breakthrough in Cancer Research Announced,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15153,Global Markets Rally Ahead of Fed Meeting,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15154,Global Markets Rally Ahead of Fed Meeting,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15155,Global Markets Rally Ahead of Fed Meeting,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15156,Global Markets Rally Ahead of Fed Meeting,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15157,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15158,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15159,UN Holds Emergency Meeting on Climate Change,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15160,Clinton Foundation Exposed in Leaked Documents,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15161,UN Holds Emergency Meeting on Climate Change,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15162,NASA Launches New Mars Rover,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15163,Breakthrough in Cancer Research Announced,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15164,Shocking Truth About Vaccines Finally Revealed,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15165,Clinton Foundation Exposed in Leaked Documents,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15166,Elections 2024: What the Polls Say,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15167,NASA Launches New Mars Rover,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15168,Global Markets Rally Ahead of Fed Meeting,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15169,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15170,UN Holds Emergency Meeting on Climate Change,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15171,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15172,NASA Launches New Mars Rover,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15173,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15174,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15175,UN Holds Emergency Meeting on Climate Change,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15176,Clinton Foundation Exposed in Leaked Documents,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15177,Global Markets Rally Ahead of Fed Meeting,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15178,Breakthrough in Cancer Research Announced,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15179,Clinton Foundation Exposed in Leaked Documents,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15180,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
15181,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15182,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
15183,Clinton Foundation Exposed in Leaked Documents,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
15184,UN Holds Emergency Meeting on Climate Change,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15185,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15186,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
15187,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15188,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
15189,Breakthrough in Cancer Research Announced,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15190,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
15191,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
15192,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15193,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
15194,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
15195,Clinton Foundation Exposed in Leaked Documents,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
15196,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
15197,Global Markets Rally Ahead of Fed Meeting,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
15198,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15199,UN Holds Emergency Meeting on Climate Change,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15200,Breakthrough in Cancer Research Announced,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
15201,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
15202,Breakthrough in Cancer Research Announced,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
15203,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
